Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Player Link_,Player ID_,Competition
2548,Lucas Tousart,FRA,MF,Union Berlin,de Bundesliga,27-001,1997,15.6,45.1,3.08,13.1,23.0,9.55,2.56,45.1,1.41,0.71,50.0,0.71,50.0,20.1,101.1,43.4,0.77,0.77,0.32,1.99,0.71,23.6,2.18,https://fbref.com/en/players/71ec39ef/Lucas-Tousart,71ec39ef,Big 5 combined
2549,Andros Townsend,ENG,"MF,FW",Luton Town,eng Premier League,32-289,1991,13.2,43.4,1.59,6.74,16.4,21.0,1.52,43.4,2.50,1.14,45.5,1.06,42.4,26.0,181.1,83.0,3.48,2.20,0.53,2.58,1.82,27.2,5.30,https://fbref.com/en/players/b28bbd58/Andros-Townsend,b28bbd58,Big 5 combined
2550,James Trafford,ENG,GK,Burnley,eng Premier League,21-203,2002,28.0,58.3,37.0,55.7,2.57,0.00,0.00,58.3,0.07,0.07,100.0,0.00,0.0,36.0,165.0,77.0,0.00,0.00,0.00,0.04,0.00,33.3,0.00,https://fbref.com/en/players/259fea27/James-Trafford,259fea27,Big 5 combined
2551,Adama Traoré,ESP,"FW,MF",Fulham,eng Premier League,28-096,1996,2.5,56.0,1.20,7.60,16.0,33.6,6.00,56.0,6.00,3.60,60.0,2.00,33.3,39.2,361.2,208.0,7.60,3.60,3.20,4.40,3.20,43.2,12.4,https://fbref.com/en/players/9a28eba4/Adama-Traore,9a28eba4,Big 5 combined
2552,Bertrand Traoré,BFA,"DF,FW",Aston Villa,eng Premier League,28-237,1995,0.1,70.0,0.00,50.0,20.0,0.00,0.00,70.0,10.0,0.00,0.0,10.0,100.0,40.0,540.0,0.00,0.00,0.00,0.00,10.0,10.0,40.0,0.00,https://fbref.com/en/players/c47541e0/Bertrand-Traore,c47541e0,Big 5 combined
2553,Bertrand Traoré,BFA,"MF,FW",Villarreal,es La Liga,28-237,1995,3.6,49.2,0.00,5.28,17.5,27.2,4.72,49.2,4.44,1.67,37.5,2.78,62.5,31.1,211.4,122.8,4.72,2.50,1.39,3.06,1.11,37.8,10.6,https://fbref.com/en/players/c47541e0/Bertrand-Traore,c47541e0,Big 5 combined
2554,Boubacar Traoré,MLI,MF,Wolves,eng Premier League,22-254,2001,7.3,62.2,1.78,14.1,38.4,10.5,0.27,62.2,1.64,1.10,66.7,0.41,25.0,32.7,158.8,61.2,0.96,1.64,0.14,1.64,2.05,39.9,1.64,https://fbref.com/en/players/999ceb5f/Boubacar-Traore,999ceb5f,Big 5 combined
2555,Chaka Traorè,CIV,FW,Milan,it Serie A,19-129,2004,0.2,80.0,0.00,20.0,30.0,30.0,5.00,80.0,0.00,0.00,,0.00,,45.0,285.0,220.0,10.0,5.00,5.00,0.00,5.00,50.0,10.0,https://fbref.com/en/players/ee6e2b92/Chaka-Traore,ee6e2b92,Big 5 combined
2556,Hamari Traoré,MLI,DF,Real Sociedad,es La Liga,32-094,1992,22.6,69.9,3.23,17.3,38.9,14.2,0.66,69.9,1.11,0.66,60.0,0.35,32.0,35.8,175.8,91.6,2.04,1.24,0.13,0.88,0.35,39.3,3.23,https://fbref.com/en/players/a4b1028a/Hamari-Traore,a4b1028a,Big 5 combined
2557,Ismaël Traoré,CIV,DF,Metz,fr Ligue 1,37-256,1986,22.7,41.0,6.52,23.6,16.7,0.97,0.53,41.0,0.26,0.18,66.7,0.09,33.3,27.6,124.4,43.0,0.04,0.09,0.00,0.40,0.13,24.0,0.04,https://fbref.com/en/players/b666421b/Ismael-Traore,b666421b,Big 5 combined
2558,Omar Traoré,GER,DF,Heidenheim,de Bundesliga,26-086,1998,24.5,55.9,2.73,16.0,25.5,15.1,0.33,55.9,1.80,0.73,40.9,0.98,54.5,24.2,150.9,77.6,2.04,1.39,0.16,1.35,0.57,27.1,3.35,https://fbref.com/en/players/f44e8a73/Omar-Traore,f44e8a73,Big 5 combined
2559,Kevin Trapp,GER,GK,Eint Frankfurt,de Bundesliga,33-297,1990,29.0,39.3,32.4,39.0,0.41,0.00,0.00,39.3,0.00,0.00,,0.00,,22.4,98.2,62.8,0.00,0.00,0.00,0.00,0.00,20.8,0.00,https://fbref.com/en/players/ce17b5eb/Kevin-Trapp,ce17b5eb,Big 5 combined
2560,Mark Travers,IRL,GK,Bournemouth,eng Premier League,24-348,1999,2.0,35.0,28.0,35.0,0.00,0.00,0.00,35.0,0.00,0.00,,0.00,,16.0,88.0,47.0,0.00,0.00,0.00,0.00,0.00,14.0,0.00,https://fbref.com/en/players/fe558029/Mark-Travers,fe558029,Big 5 combined
2561,Óscar Trejo,ARG,"FW,MF",Rayo Vallecano,es La Liga,36-004,1988,13.0,65.3,1.15,5.46,35.6,25.4,3.23,65.3,5.77,1.92,33.3,3.15,54.7,34.2,169.2,65.2,1.69,1.46,0.62,3.00,4.08,49.2,5.08,https://fbref.com/en/players/fc647b34/Oscar-Trejo,fc647b34,Big 5 combined
2562,Mike Trésor,BEL,"FW,MF",Burnley,eng Premier League,24-338,1999,4.6,50.9,1.52,10.4,16.1,25.9,1.30,50.9,4.57,2.39,52.4,2.17,47.6,29.1,168.0,95.0,3.26,1.52,0.65,1.74,1.30,32.0,6.52,https://fbref.com/en/players/b2a81fc6/Mike-Tresor,b2a81fc6,Big 5 combined
2563,Manu Trigueros,ESP,MF,Villarreal,es La Liga,32-196,1991,2.4,59.2,4.17,14.6,24.6,20.0,2.08,59.2,0.42,0.00,0.0,0.42,100.0,32.5,194.6,51.7,2.08,1.67,0.83,0.42,1.25,42.1,4.58,https://fbref.com/en/players/963829d0/Manu-Trigueros,963829d0,Big 5 combined
2564,Christopher Trimmel,AUT,DF,Union Berlin,de Bundesliga,37-066,1987,16.5,60.9,3.76,16.0,25.5,20.2,0.67,60.9,0.48,0.24,50.0,0.18,37.5,24.1,100.6,54.2,1.21,1.09,0.00,0.61,0.24,29.5,3.70,https://fbref.com/en/players/056d2d95/Christopher-Trimmel,056d2d95,Big 5 combined
2565,Kieran Trippier,ENG,DF,Newcastle Utd,eng Premier League,33-224,1990,24.0,94.9,3.88,29.5,39.4,26.9,1.46,94.9,0.92,0.67,72.7,0.25,27.3,43.8,173.8,83.8,1.42,1.54,0.21,0.83,0.38,57.1,5.13,https://fbref.com/en/players/21512407/Kieran-Trippier,21512407,Big 5 combined
2566,Leandro Trossard,BEL,"FW,MF",Arsenal,eng Premier League,29-148,1994,15.8,51.1,0.89,6.20,18.2,27.4,6.96,51.1,2.78,1.58,56.8,0.95,34.1,32.7,202.6,96.8,3.80,2.09,1.52,2.53,2.22,36.3,8.42,https://fbref.com/en/players/38ceb24a/Leandro-Trossard,38ceb24a,Big 5 combined
2567,Adrien Truffert,FRA,DF,Rennes,fr Ligue 1,22-162,2001,20.8,66.2,3.17,16.7,28.0,22.0,1.63,66.2,2.21,0.91,41.3,1.11,50.0,43.2,256.7,120.2,2.16,2.36,0.24,1.30,1.11,39.8,7.16,https://fbref.com/en/players/5d0e0a1f/Adrien-Truffert,5d0e0a1f,Big 5 combined
2568,Auston Trusty,USA,DF,Sheffield Utd,eng Premier League,25-262,1998,25.6,43.3,8.05,23.8,15.9,3.83,1.02,43.3,0.43,0.20,45.5,0.20,45.5,17.5,70.2,28.3,0.39,0.27,0.08,0.66,0.12,19.6,0.47,https://fbref.com/en/players/cddf767b/Auston-Trusty,cddf767b,Big 5 combined
2569,Kostas Tsimikas,GRE,DF,Liverpool,eng Premier League,27-354,1996,7.5,76.4,2.27,15.9,31.3,30.0,2.27,76.4,2.00,0.53,26.7,1.33,66.7,41.3,225.2,114.8,3.20,2.67,0.40,1.20,0.53,45.1,9.73,https://fbref.com/en/players/f315ca93/Kostas-Tsimikas,f315ca93,Big 5 combined
2570,Viktor Tsyhankov,UKR,"MF,FW",Girona,es La Liga,26-167,1997,19.0,48.1,1.37,7.47,18.4,22.6,4.16,48.1,2.32,0.89,38.6,1.11,47.7,31.2,191.9,86.8,2.79,2.37,1.26,2.00,1.42,36.3,8.47,https://fbref.com/en/players/f7e87032/Viktor-Tsyhankov,f7e87032,Big 5 combined
2571,Stefano Turati,ITA,GK,Frosinone,it Serie A,22-238,2001,30.5,37.3,33.5,37.1,0.20,0.00,0.00,37.3,0.00,0.00,,0.00,,23.2,123.7,70.1,0.00,0.00,0.00,0.00,0.00,20.4,0.00,https://fbref.com/en/players/bf168004/Stefano-Turati,bf168004,Big 5 combined
2572,Matt Turner,USA,GK,Nott'ham Forest,eng Premier League,29-311,1994,17.0,36.2,28.8,35.9,0.35,0.00,0.00,36.2,0.00,0.00,,0.00,,18.8,116.7,80.7,0.00,0.00,0.00,0.06,0.00,13.5,0.00,https://fbref.com/en/players/4a51ba65/Matt-Turner,4a51ba65,Big 5 combined
2573,Beñat Turrientes,ESP,MF,Real Sociedad,es La Liga,22-090,2002,14.1,44.3,1.28,8.01,25.8,11.5,0.64,44.3,2.91,1.42,48.8,0.99,34.1,25.7,157.2,76.1,1.70,1.35,0.14,1.56,0.78,30.1,1.91,https://fbref.com/en/players/068f4dec/Benat-Turrientes,068f4dec,Big 5 combined
2574,Tuta,BRA,DF,Eint Frankfurt,de Bundesliga,24-301,1999,25.9,78.0,6.87,33.8,37.2,7.61,1.12,78.0,1.12,0.42,37.9,0.54,48.3,46.8,196.4,92.9,0.81,0.58,0.04,0.93,0.54,52.2,1.70,https://fbref.com/en/players/35d64857/Tuta,35d64857,Big 5 combined
2575,Destiny Udogie,ITA,DF,Tottenham,eng Premier League,21-154,2002,26.6,66.7,3.61,18.3,30.6,19.0,2.67,66.7,2.18,0.90,41.4,0.98,44.8,36.6,229.6,124.8,3.12,2.44,0.71,1.84,0.98,38.6,5.19,https://fbref.com/en/players/7cd520e8/Destiny-Udogie,7cd520e8,Big 5 combined
2576,Matthieu Udol,FRA,DF,Metz,fr Ligue 1,28-041,1996,29.0,55.8,4.31,20.4,25.1,10.7,1.28,55.8,1.34,0.66,48.7,0.62,46.2,31.7,179.9,84.4,1.55,1.34,0.03,0.93,0.34,27.7,2.83,https://fbref.com/en/players/cc41f558/Matthieu-Udol,cc41f558,Big 5 combined
2577,Manuel Ugarte Ribeiro,URU,MF,Paris S-G,fr Ligue 1,23-019,2001,19.5,72.7,4.26,15.2,44.5,14.1,0.51,72.7,1.95,0.97,50.0,0.77,39.5,55.4,245.7,90.0,0.82,1.38,0.21,1.08,1.18,49.1,1.18,https://fbref.com/en/players/c9817014/Manuel-Ugarte-Ribeiro,c9817014,Big 5 combined
2578,Lesley Ugochukwu,FRA,MF,Chelsea,eng Premier League,20-035,2004,3.0,64.7,3.33,20.0,37.3,8.33,0.33,64.7,2.00,1.00,50.0,0.33,16.7,40.0,188.0,103.3,2.00,0.67,0.33,1.00,1.00,49.3,0.67,https://fbref.com/en/players/1df4a109/Lesley-Ugochukwu,1df4a109,Big 5 combined
2579,Lukas Ullrich,GER,DF,M'Gladbach,de Bundesliga,20-045,2004,0.2,105.0,5.00,30.0,30.0,45.0,0.00,105.0,5.00,0.00,0.0,5.00,100.0,70.0,310.0,75.0,0.00,5.00,0.00,10.0,15.0,70.0,25.0,https://fbref.com/en/players/d646c218/Lukas-Ullrich,d646c218,Big 5 combined
2580,Sven Ulreich,GER,GK,Bayern Munich,de Bundesliga,35-271,1988,11.0,37.1,28.5,36.6,0.45,0.00,0.00,37.1,0.00,0.00,,0.00,,23.9,93.8,42.9,0.00,0.00,0.00,0.00,0.00,23.2,0.00,https://fbref.com/en/players/7d3e7da6/Sven-Ulreich,7d3e7da6,Big 5 combined
2581,Samuel Umtiti,FRA,DF,Lille,fr Ligue 1,30-168,1993,2.1,84.8,6.19,37.6,47.1,0.00,0.00,84.8,0.48,0.00,0.0,0.48,100.0,73.3,321.0,147.6,0.00,0.00,0.00,0.00,0.00,68.6,0.00,https://fbref.com/en/players/3eed9821/Samuel-Umtiti,3eed9821,Big 5 combined
2582,Enes Ünal,TUR,"FW,MF",Bournemouth,eng Premier League,26-356,1997,2.5,46.0,3.20,4.40,19.2,22.8,8.40,46.0,4.00,0.80,20.0,2.80,70.0,27.2,103.6,40.8,1.20,1.20,0.40,4.40,3.20,33.2,7.20,https://fbref.com/en/players/f8eca1b6/Enes-Unal,f8eca1b6,Big 5 combined
2583,Enes Ünal,TUR,"FW,MF",Getafe,es La Liga,26-356,1997,1.6,30.6,1.25,4.38,11.3,15.6,3.75,30.6,2.50,1.25,50.0,0.63,25.0,19.4,93.1,48.8,1.25,1.25,0.00,1.25,0.63,23.1,4.38,https://fbref.com/en/players/f8eca1b6/Enes-Unal,f8eca1b6,Big 5 combined
2584,Deniz Undav,GER,"FW,MF",Stuttgart,de Bundesliga,27-286,1996,20.3,46.3,0.44,3.25,20.9,22.5,6.45,46.2,2.17,1.18,54.5,0.84,38.6,28.6,133.3,63.1,2.02,1.58,0.79,2.66,2.22,37.2,7.73,https://fbref.com/en/players/dd549382/Deniz-Undav,dd549382,Big 5 combined
2585,Dayot Upamecano,FRA,DF,Bayern Munich,de Bundesliga,25-186,1998,17.1,102.8,6.84,33.5,64.3,5.67,0.94,102.8,0.53,0.29,55.6,0.23,44.4,70.4,398.9,239.8,1.35,1.17,0.00,0.35,0.23,78.8,0.53,https://fbref.com/en/players/d248cd8f/Dayot-Upamecano,d248cd8f,Big 5 combined
2586,Kacper Urbanski,POL,"FW,MF",Bologna,it Serie A,19-236,2004,8.4,48.3,1.55,6.43,23.1,20.0,2.50,48.3,3.57,2.14,60.0,1.31,36.7,28.9,205.1,90.7,2.98,1.67,0.60,1.79,1.07,33.5,8.81,https://fbref.com/en/players/2d9d9e42/Kacper-Urbanski,2d9d9e42,Big 5 combined
2587,Mark Uth,GER,"MF,FW",Köln,de Bundesliga,32-250,1991,3.3,54.8,0.00,5.76,26.7,22.4,4.24,54.8,3.33,0.91,27.3,1.52,45.5,28.5,165.8,67.3,2.42,1.82,0.30,3.33,2.12,34.2,7.58,https://fbref.com/en/players/a3ddb1b9/Mark-Uth,a3ddb1b9,Big 5 combined
2588,Myrto Uzuni,ALB,FW,Granada,es La Liga,28-335,1995,26.0,19.1,0.54,2.42,7.92,9.04,3.38,18.9,1.04,0.50,48.1,0.50,48.1,11.0,55.9,22.1,0.77,0.50,0.38,1.73,1.31,11.7,3.42,https://fbref.com/en/players/01da7812/Myrto-Uzuni,01da7812,Big 5 combined
2589,Josha Vagnoman,GER,DF,Stuttgart,de Bundesliga,23-141,2000,13.1,56.1,1.68,13.4,25.4,17.9,3.13,56.1,1.15,0.76,66.7,0.31,26.7,28.0,121.8,60.9,1.45,1.15,0.53,1.68,0.76,36.6,5.11,https://fbref.com/en/players/fb377d11/Josha-Vagnoman,fb377d11,Big 5 combined
2590,Óscar Valentín,ESP,MF,Rayo Vallecano,es La Liga,29-254,1994,26.5,53.9,2.98,13.7,35.3,5.28,0.64,53.9,0.45,0.23,50.0,0.15,33.3,24.2,134.9,67.4,0.83,0.87,0.04,1.02,0.38,30.0,0.38,https://fbref.com/en/players/592f3158/Oscar-Valentin,592f3158,Big 5 combined
2591,Emanuele Valeri,ITA,DF,Frosinone,it Serie A,25-145,1998,9.1,55.7,3.19,14.1,22.4,20.0,1.87,55.7,2.86,1.10,38.5,1.65,57.7,22.6,138.8,76.7,3.08,1.98,0.33,0.99,0.66,27.7,5.16,https://fbref.com/en/players/ec52b661/Emanuele-Valeri,ec52b661,Big 5 combined
2592,Martin Valjent,SVK,DF,Mallorca,es La Liga,28-141,1995,22.3,49.1,5.92,26.3,19.7,3.41,0.49,49.1,0.13,0.04,33.3,0.09,66.7,23.2,126.6,62.8,0.72,0.49,0.00,0.54,0.04,26.1,0.54,https://fbref.com/en/players/f2c6ac01/Martin-Valjent,f2c6ac01,Big 5 combined
2593,Jesús Vallejo,ESP,DF,Granada,es La Liga,27-116,1997,1.2,81.7,5.83,36.7,42.5,2.50,0.00,81.7,0.83,0.83,100.0,0.00,0.0,45.0,214.2,130.8,0.83,0.00,0.00,1.67,0.00,59.2,0.00,https://fbref.com/en/players/c2111b45/Jesus-Vallejo,c2111b45,Big 5 combined
2594,Álvaro Vallés,ESP,GK,Las Palmas,es La Liga,26-280,1997,31.3,58.4,35.7,56.2,2.27,0.00,0.00,58.4,0.00,0.00,,0.00,,36.6,144.6,92.1,0.00,0.00,0.00,0.03,0.00,37.8,0.00,https://fbref.com/en/players/0166a73e/Alvaro-Valles,0166a73e,Big 5 combined
2595,Federico Valverde,URU,MF,Real Madrid,es La Liga,25-283,1998,29.6,75.3,2.33,11.6,42.3,22.3,2.13,75.3,1.45,0.74,51.2,0.68,46.5,50.0,290.5,158.3,3.38,3.21,0.47,0.91,0.37,59.0,3.21,https://fbref.com/en/players/0959c2a2/Federico-Valverde,0959c2a2,Big 5 combined
2596,Kévin Van Den Kerkhof,ALG,"FW,MF",Metz,fr Ligue 1,28-047,1996,19.4,37.7,1.44,7.22,13.2,18.7,2.06,37.7,3.56,1.60,44.9,1.91,53.6,25.4,212.6,90.2,3.20,2.99,0.52,2.42,1.75,23.1,7.11,https://fbref.com/en/players/f6a3c84d/Kevin-Van-Den-Kerkhof,f6a3c84d,Big 5 combined
2597,Siebe Van Der Heyden,BEL,DF,Mallorca,es La Liga,25-336,1998,3.2,43.1,5.31,21.9,18.4,2.81,0.94,43.1,0.00,0.00,,0.00,,16.9,76.9,35.0,0.31,0.63,0.00,0.00,0.00,18.8,0.31,https://fbref.com/en/players/cf9bdd43/Siebe-Van-Der-Heyden,cf9bdd43,Big 5 combined
2598,Virgil van Dijk,NED,DF,Liverpool,eng Premier League,32-297,1991,32.3,92.9,10.6,38.0,51.0,4.15,2.23,92.9,0.12,0.06,50.0,0.03,25.0,57.5,282.9,152.2,0.99,0.59,0.00,0.15,0.09,65.0,0.19,https://fbref.com/en/players/e06683ca/Virgil-van-Dijk,e06683ca,Big 5 combined
2599,Vanderson,BRA,DF,Monaco,fr Ligue 1,22-314,2001,17.5,67.9,3.03,13.8,33.5,21.6,2.17,67.9,2.17,0.97,44.7,1.20,55.3,43.8,237.8,91.3,1.37,1.60,0.34,1.26,0.74,38.5,7.03,https://fbref.com/en/players/ee45fd85/Vanderson,ee45fd85,Big 5 combined
2600,Raphaël Varane,FRA,DF,Manchester Utd,eng Premier League,31-005,1993,15.0,62.3,11.7,30.8,28.7,2.93,0.73,62.3,0.13,0.07,50.0,0.07,50.0,36.1,232.5,142.5,1.07,0.73,0.00,0.40,0.13,37.4,0.13,https://fbref.com/en/players/9f8e9423/Raphael-Varane,9f8e9423,Big 5 combined
2601,Ruben Vargas,SUI,"MF,FW",Augsburg,de Bundesliga,25-269,1998,20.7,43.8,1.01,4.88,17.5,22.0,3.67,43.8,2.66,1.06,40.0,1.35,50.9,24.8,150.2,63.7,2.66,1.50,0.72,2.61,0.87,27.8,6.43,https://fbref.com/en/players/6ecbddf6/Ruben-Vargas,6ecbddf6,Big 5 combined
2602,Johan Vásquez,MEX,DF,Genoa,it Serie A,25-191,1998,26.9,55.0,5.84,24.0,23.8,7.47,1.97,55.0,0.74,0.37,50.0,0.19,25.0,25.6,120.1,61.3,0.89,0.82,0.11,0.74,0.37,29.2,1.78,https://fbref.com/en/players/5eaed77a/Johan-Vasquez,5eaed77a,Big 5 combined
2603,José Luis García Vayá,ESP,MF,Valencia,es La Liga,25-263,1998,31.7,67.7,3.41,14.8,40.6,13.1,0.32,67.5,0.69,0.32,45.5,0.28,40.9,33.8,151.3,72.3,0.76,0.82,0.06,0.44,0.54,40.1,1.20,https://fbref.com/en/players/27dc1378/Jose-Luis-Garcia-Vaya,27dc1378,Big 5 combined
2604,Jesus Vazquez,ESP,"DF,MF",Valencia,es La Liga,21-119,2003,6.2,52.7,3.87,15.0,18.2,20.0,2.26,52.7,2.74,0.81,29.4,1.61,58.8,21.1,105.8,58.9,1.45,1.77,0.00,2.26,1.77,22.1,3.55,https://fbref.com/en/players/106c142c/Jesus-Vazquez,106c142c,Big 5 combined
2605,Kevin Vázquez,ESP,DF,Celta Vigo,es La Liga,31-038,1993,7.0,56.7,3.71,15.9,31.3,9.86,0.43,56.7,1.29,0.43,33.3,0.57,44.4,23.6,105.0,39.9,0.71,0.86,0.00,0.86,0.14,27.7,2.71,https://fbref.com/en/players/ee923664/Kevin-Vazquez,ee923664,Big 5 combined
2606,Lucas Vázquez,ESP,DF,Real Madrid,es La Liga,32-304,1991,13.6,79.8,2.72,18.2,31.9,30.0,4.19,79.8,3.01,1.47,48.8,1.25,41.5,44.1,193.8,92.8,1.84,1.40,0.81,1.10,0.96,56.5,9.85,https://fbref.com/en/players/fd51b456/Lucas-Vazquez,fd51b456,Big 5 combined
2607,Matías Vecino,URU,MF,Lazio,it Serie A,32-250,1991,10.7,70.2,2.15,13.2,43.2,14.3,3.64,70.2,0.93,0.84,90.0,0.09,10.0,35.0,171.9,82.3,1.12,1.21,0.19,1.59,0.09,51.4,3.36,https://fbref.com/en/players/44ac04e9/Matias-Vecino,44ac04e9,Big 5 combined
2608,Gabriel Veiga,ESP,FW,Celta Vigo,es La Liga,21-339,2002,0.2,35.0,0.00,0.00,20.0,15.0,0.00,35.0,5.00,0.00,0.0,5.00,100.0,30.0,115.0,20.0,0.00,0.00,0.00,5.00,5.00,35.0,5.00,https://fbref.com/en/players/35a6e5c7/Gabriel-Veiga,35a6e5c7,Big 5 combined
2609,Alejo Véliz,ARG,FW,Tottenham,eng Premier League,20-224,2003,0.6,30.0,0.00,1.67,10.0,18.3,6.67,30.0,3.33,1.67,50.0,1.67,50.0,13.3,31.7,15.0,0.00,0.00,0.00,3.33,3.33,16.7,5.00,https://fbref.com/en/players/3f7bafbe/Alejo-Veliz,3f7bafbe,Big 5 combined
2610,Alejo Véliz,ARG,FW,Sevilla,es La Liga,20-224,2003,0.3,36.7,3.33,6.67,13.3,16.7,3.33,36.7,0.00,0.00,,0.00,,10.0,26.7,0.00,0.00,0.00,0.00,6.67,0.00,20.0,0.00,https://fbref.com/en/players/3f7bafbe/Alejo-Veliz,3f7bafbe,Big 5 combined
2611,Miloš Veljković,SRB,DF,Werder Bremen,de Bundesliga,28-217,1995,18.5,67.2,6.49,32.1,32.2,3.24,0.65,67.2,0.22,0.16,75.0,0.05,25.0,39.8,201.8,119.9,0.59,0.38,0.05,0.38,0.05,45.7,0.70,https://fbref.com/en/players/a5ae8f8e/Milos-Veljkovic,a5ae8f8e,Big 5 combined
2612,Joël Veltman,NED,DF,Brighton,eng Premier League,32-106,1992,16.2,64.9,5.49,21.9,31.0,12.4,0.93,64.9,0.68,0.06,9.1,0.31,45.5,35.4,151.2,63.6,1.42,0.93,0.00,1.23,0.31,38.9,3.09,https://fbref.com/en/players/dad4b285/Joel-Veltman,dad4b285,Big 5 combined
2613,Micky van de Ven,NED,DF,Tottenham,eng Premier League,23-011,2001,21.0,79.3,9.33,38.3,38.8,2.95,0.48,79.3,0.95,0.52,55.0,0.33,35.0,57.0,261.0,121.0,0.62,0.52,0.05,0.52,0.48,59.4,0.10,https://fbref.com/en/players/8fe2a392/Micky-van-de-Ven,8fe2a392,Big 5 combined
2614,Lorenzo Venuti,ITA,DF,Lecce,it Serie A,29-018,1995,3.4,57.4,4.71,18.2,30.3,9.41,0.59,57.4,0.88,0.59,66.7,0.00,0.0,27.1,115.9,62.4,0.88,0.59,0.29,0.29,0.00,31.2,3.24,https://fbref.com/en/players/983ff2c7/Lorenzo-Venuti,983ff2c7,Big 5 combined
2615,Bart Verbruggen,NED,GK,Brighton,eng Premier League,21-256,2002,18.0,44.3,38.2,43.8,0.50,0.00,0.00,44.3,0.06,0.06,100.0,0.00,0.0,32.5,113.5,59.4,0.00,0.00,0.00,0.00,0.00,29.0,0.00,https://fbref.com/en/players/cf134113/Bart-Verbruggen,cf134113,Big 5 combined
2616,Simone Verdi,ITA,FW,Torino,it Serie A,31-293,1992,0.0,2,0,1,0,1,0,2,0,0,,0,,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/0375723e/Simone-Verdi,0375723e,Big 5 combined
2617,Jordan Veretout,FRA,MF,Marseille,fr Ligue 1,31-060,1993,21.4,62.1,1.78,9.44,32.2,21.4,1.50,62.1,0.79,0.28,35.3,0.51,64.7,45.6,270.4,112.9,2.34,2.20,0.51,0.98,1.03,41.6,3.50,https://fbref.com/en/players/4a56052c/Jordan-Veretout,4a56052c,Big 5 combined
2618,Arthur Vermeeren,BEL,MF,Atlético Madrid,es La Liga,19-083,2005,0.9,81.1,3.33,17.8,53.3,12.2,0.00,81.1,1.11,0.00,0.0,1.11,100.0,48.9,237.8,107.8,2.22,0.00,0.00,2.22,0.00,54.4,4.44,https://fbref.com/en/players/722494dc/Arthur-Vermeeren,722494dc,Big 5 combined
2619,Yorbe Vertessen,BEL,"FW,MF",Union Berlin,de Bundesliga,23-113,2001,5.4,36.5,0.37,3.70,14.3,19.3,4.63,36.5,5.00,2.22,44.4,2.59,51.9,19.4,102.4,36.5,1.30,0.74,1.11,4.63,1.48,25.9,5.93,https://fbref.com/en/players/e8ef59da/Yorbe-Vertessen,e8ef59da,Big 5 combined
2620,Mikel Vesga,ESP,MF,Athletic Club,es La Liga,30-345,1993,15.9,59.6,2.58,11.2,37.3,11.6,1.32,59.5,0.75,0.13,16.7,0.63,83.3,29.2,125.0,58.4,0.57,0.82,0.06,1.13,0.63,37.8,1.51,https://fbref.com/en/players/b0fce72c/Mikel-Vesga,b0fce72c,Big 5 combined
2621,Guglielmo Vicario,ITA,GK,Tottenham,eng Premier League,27-206,1996,33.0,44.6,33.5,44.2,0.48,0.00,0.00,44.6,0.00,0.00,,0.00,,26.8,120.1,68.8,0.00,0.00,0.00,0.00,0.00,25.5,0.00,https://fbref.com/en/players/77d6fd4d/Guglielmo-Vicario,77d6fd4d,Big 5 combined
2622,Carlos Vicente,ESP,FW,Alavés,es La Liga,25-007,1999,8.7,42.5,0.69,6.09,15.6,21.1,3.22,42.5,2.99,1.15,38.5,1.84,61.5,18.3,99.7,39.7,1.61,0.69,0.69,2.76,0.92,25.7,6.78,https://fbref.com/en/players/90df343e/Carlos-Vicente,90df343e,Big 5 combined
2623,Nacho Vidal,ESP,"DF,FW",Osasuna,es La Liga,29-097,1995,1.1,56.4,4.55,18.2,19.1,19.1,3.64,56.4,1.82,0.91,50.0,0.91,50.0,22.7,77.3,29.1,0.00,0.91,0.00,0.91,1.82,23.6,3.64,https://fbref.com/en/players/3a9c4b7b/Nacho-Vidal,3a9c4b7b,Big 5 combined
2624,Nacho Vidal,ESP,DF,Mallorca,es La Liga,29-097,1995,2.7,56.7,3.33,11.1,25.2,20.4,1.85,56.7,1.48,0.37,25.0,0.74,50.0,27.8,127.0,61.9,1.11,1.11,0.74,1.48,0.37,35.2,8.52,https://fbref.com/en/players/3a9c4b7b/Nacho-Vidal,3a9c4b7b,Big 5 combined
2625,Fabio Vieira,POR,"MF,FW",Arsenal,eng Premier League,23-336,2000,3.3,55.8,0.61,4.24,23.0,29.4,6.06,55.5,2.73,0.61,22.2,1.82,66.7,33.6,170.0,90.3,3.64,0.91,1.82,2.12,1.52,42.7,9.09,https://fbref.com/en/players/6412cc03/Fabio-Vieira,6412cc03,Big 5 combined
