Rk,Player,Nation,Pos,Squad,Comp,Age,Born,Playing Time_MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Player Link_,Player ID_,Competition
3079,Niklas Süle,GER,DF,Dortmund,de Bundesliga,28-240,1995,21,1334,64,47.8,14.8,0.81,86,0.74,0.61,33,0.54,1.76,1.69,1.01,0.68,+0.67,+0.06,1.84,1.60,0.24,+0.24,-0.13,https://fbref.com/en/players/e33c06cf/Niklas-Sule,e33c06cf,Big 5 combined
3080,Ibrahim Sulemana,GHA,MF,Cagliari,it Serie A,20-344,2003,17,1102,65,37.1,12.2,1.15,71,0.49,0.25,37,0.90,0.82,0.98,1.56,-0.57,-0.57,+0.05,0.85,1.49,-0.64,-0.63,-0.53,https://fbref.com/en/players/230c3f3a/Ibrahim-Sulemana,230c3f3a,Big 5 combined
3081,Tomáš Suslov,SVK,"MF,FW",Hellas Verona,it Serie A,21-328,2002,28,1885,67,61.6,20.9,1.00,83,0.43,0.33,21,0.10,0.86,1.10,1.44,-0.33,-0.33,+0.20,0.97,1.33,-0.35,-0.35,+0.11,https://fbref.com/en/players/83fe71b8/Tomas-Suslov,83fe71b8,Big 5 combined
3082,Suso,ESP,"MF,FW",Sevilla,es La Liga,30-163,1993,27,1398,52,47.1,15.5,0.90,77,0.39,0.84,25,0.06,1.11,1.81,2.13,-0.32,-0.32,-0.38,1.22,1.45,-0.23,-0.23,+0.09,https://fbref.com/en/players/4e219ad2/Suso,4e219ad2,Big 5 combined
3083,Mahamadou Susoho,ESP,DF,Manchester City,eng Premier League,19-101,2005,0,,,,,0,,0,0,,6,,,,,,,,,,,,https://fbref.com/en/players/6cdd9d3d/Mahamadou-Susoho,6cdd9d3d,Big 5 combined
3084,Mattias Svanberg,SWE,MF,Wolfsburg,de Bundesliga,25-116,1999,25,1715,69,61.5,19.1,1.05,80,0.26,0.26,25,0.21,1.16,1.31,1.73,-0.42,-0.42,+0.08,1.23,1.46,-0.23,-0.23,-0.08,https://fbref.com/en/players/92d83c27/Mattias-Svanberg,92d83c27,Big 5 combined
3085,Max Svensson,ESP,FW,Osasuna,es La Liga,,,0,,,,,0,,0,0,,3,,,,,,,,,,,,https://fbref.com/en/players/cf603737/Max-Svensson,cf603737,Big 5 combined
3086,Velizar-Ilia Svetozarov Iliev,BUL,GK,Cagliari,it Serie A,18-285,2005,0,,,,,0,,0,0,,3,,,,,,,,,,,,https://fbref.com/en/players/ffdd2e3d/Velizar-Ilia-Svetozarov-Iliev,ffdd2e3d,Big 5 combined
3087,Martin Šviderský,SVK,MF,Almería,es La Liga,21-209,2002,0,,,,,0,,0,0,,4,,,,,,,,,,,,https://fbref.com/en/players/7f6080fe/Martin-Svidersky,7f6080fe,Big 5 combined
3088,Mile Svilar,SRB,GK,Roma,it Serie A,24-247,1999,11,990,90,32.4,11.0,1.00,90,1.00,0.00,,2.09,1.91,1.82,1.27,0.55,+0.55,-0.06,1.34,1.33,0.01,+0.01,-0.46,https://fbref.com/en/players/bcf5058a/Mile-Svilar,bcf5058a,Big 5 combined
3089,Williot Swedberg,SWE,"FW,MF",Celta Vigo,es La Liga,20-089,2004,12,235,20,7.9,2.6,0.38,65,0.00,4.23,15,5.77,1.00,1.92,3.08,-1.15,-1.15,-0.82,2.08,2.50,-0.42,-0.44,-0.28,https://fbref.com/en/players/184fe4b2/Williot-Swedberg,184fe4b2,Big 5 combined
3090,James Sweet,WAL,DF,Arsenal,eng Premier League,20-179,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,,https://fbref.com/en/players/d4632cfa/James-Sweet,d4632cfa,Big 5 combined
3091,Karol Świderski,POL,"FW,MF",Hellas Verona,it Serie A,27-098,1997,12,420,35,13.7,4.7,0.64,57,0.00,1.91,28,0.00,1.08,1.06,0.85,0.21,+0.21,+0.73,0.91,1.21,-0.28,-0.29,+0.13,https://fbref.com/en/players/41723204/Karol-Swiderski,41723204,Big 5 combined
3092,Abakar Sylla,CIV,DF,Strasbourg,fr Ligue 1,21-127,2002,19,1522,80,54.6,16.9,0.95,87,0.77,0.18,42,0.53,1.21,1.18,1.54,-0.36,-0.35,-0.07,1.39,1.22,0.17,+0.17,+0.46,https://fbref.com/en/players/29c91632/Abakar-Sylla,29c91632,Big 5 combined
3093,Dembo Sylla,GUI,DF,Lorient,fr Ligue 1,21-172,2002,1,45,45,1.6,0.5,0.00,,0.00,2.00,45,8.00,0.00,0.00,6.00,-6.00,-6.00,-5.31,0.80,2.40,-1.60,-1.68,-1.11,https://fbref.com/en/players/fcb9b1f8/Dembo-Sylla,fcb9b1f8,Big 5 combined
3094,Fodé Sylla,FRA,MF,Lens,fr Ligue 1,18-014,2006,0,,,,,0,,0,0,,3,,,,,,,,,,,,https://fbref.com/en/players/9cc02687/Fode-Sylla,9cc02687,Big 5 combined
3095,Issiaga Sylla,GUI,"DF,FW",Montpellier,fr Ligue 1,30-120,1994,16,1263,79,45.3,14.0,1.07,84,0.86,0.07,1,0.07,1.25,1.64,1.50,0.14,+0.14,+0.50,1.49,1.36,0.13,+0.13,+0.15,https://fbref.com/en/players/b99bec05/Issiaga-Sylla,b99bec05,Big 5 combined
3096,Mamadou Sylla,SEN,"FW,MF",Alavés,es La Liga,30-041,1994,2,18,9,0.6,0.2,0.00,,0.00,10.0,9,0.00,1.50,0.00,5.00,-5.00,-5.00,-4.82,0.50,0.50,0.00,+0.08,+0.07,https://fbref.com/en/players/e5ec95f8/Mamadou-Sylla,e5ec95f8,Big 5 combined
3097,Mohamed Sylla,FRA,DF,Clermont Foot,fr Ligue 1,20-091,2004,0,,,,,0,,0,0,,2,,,,,,,,,,,,https://fbref.com/en/players/d46aaa4b/Mohamed-Sylla,d46aaa4b,Big 5 combined
3098,Attila Szalai,HUN,DF,Hoffenheim,de Bundesliga,26-101,1998,4,288,72,10.3,3.2,1.25,72,0.63,0.00,,4.38,1.50,2.19,2.19,0.00,0.00,+0.29,1.56,2.00,-0.44,-0.42,-0.08,https://fbref.com/en/players/50ff205b/Attila-Szalai,50ff205b,Big 5 combined
3099,Attila Szalai,HUN,DF,Freiburg,de Bundesliga,26-101,1998,3,103,34,3.7,1.1,0.00,,0.00,2.73,34,8.18,1.00,0.00,2.73,-2.73,-2.62,-2.32,0.36,3.00,-2.55,-2.46,-2.54,https://fbref.com/en/players/50ff205b/Attila-Szalai,50ff205b,Big 5 combined
3100,Wojciech Szczęsny,POL,GK,Juventus,it Serie A,34-012,1990,32,2880,90,94.1,32.0,1.00,90,1.00,0.00,,0.00,1.91,1.38,0.78,0.59,+0.59,-0.41,1.44,0.77,0.67,+0.67,-0.66,https://fbref.com/en/players/01b8a2b2/Wojciech-Szczesny,01b8a2b2,Big 5 combined
3101,Dominik Szoboszlai,HUN,MF,Liverpool,eng Premier League,23-188,2000,30,2071,69,65.7,23.0,1.09,79,0.52,0.22,18,0.00,2.10,1.83,0.91,0.91,+0.91,-0.76,2.14,1.08,1.06,+1.06,-0.02,https://fbref.com/en/players/934e1968/Dominik-Szoboszlai,934e1968,Big 5 combined
3102,Przemysław Szymiński,POL,MF,Frosinone,it Serie A,29-311,1994,1,9,9,0.3,0.1,0.00,,0.00,10.0,9,10.0,3.00,0.00,0.00,0.00,0.00,+0.59,0.00,3.00,-3.00,-3.12,-2.73,https://fbref.com/en/players/9b3099d6/Przemyslaw-Szyminski,9b3099d6,Big 5 combined
3103,Alexander Sørloth,NOR,FW,Villarreal,es La Liga,28-147,1995,29,2113,73,71.1,23.5,1.06,80,0.81,0.17,27,0.04,1.38,1.96,1.57,0.38,+0.38,+1.43,1.57,1.39,0.17,+0.18,+0.78,https://fbref.com/en/players/e92cd3f7/Alexander-Sorloth,e92cd3f7,Big 5 combined
3104,Musa Al-Taamari,JOR,FW,Montpellier,fr Ligue 1,26-325,1997,25,1816,73,65.1,20.2,1.09,79,0.40,0.15,23,0.00,1.40,1.29,1.34,-0.05,-0.05,+0.23,1.34,1.28,0.06,+0.06,+0.02,https://fbref.com/en/players/f15f8b2b/Musa-Al-Taamari,f15f8b2b,Big 5 combined
3105,Nicolás Tagliafico,ARG,DF,Lyon,fr Ligue 1,31-243,1992,23,1990,87,71.3,22.1,1.04,87,0.86,0.00,,0.00,1.61,1.36,1.49,-0.14,-0.14,+0.54,1.40,1.65,-0.25,-0.25,-0.34,https://fbref.com/en/players/f0661424/Nicolas-Tagliafico,f0661424,Big 5 combined
3106,Jonathan Tah,GER,DF,Leverkusen,de Bundesliga,28-079,1996,28,2432,87,87.2,27.0,1.04,87,0.93,0.00,,0.07,2.64,2.56,0.74,1.81,+1.81,+0.30,2.06,0.89,1.17,+1.17,-0.42,https://fbref.com/en/players/bd142efb/Jonathan-Tah,bd142efb,Big 5 combined
3107,Flavien Tait,FRA,"FW,MF",Rennes,fr Ligue 1,31-088,1993,0,,,,,0,,0,0,,3,,,,,,,,,,,,https://fbref.com/en/players/a0f9b535/Flavien-Tait,a0f9b535,Big 5 combined
3108,Montassar Talbi,TUN,DF,Lorient,fr Ligue 1,25-340,1998,22,1934,88,69.3,21.5,1.02,88,0.98,0.00,,0.05,1.00,1.40,1.91,-0.51,-0.51,+0.85,0.99,1.52,-0.53,-0.53,+0.16,https://fbref.com/en/players/a4a44eb0/Montassar-Talbi,a4a44eb0,Big 5 combined
3109,Yassin Tallal,ESP,MF,Getafe,es La Liga,18-363,2005,1,3,3,0.1,0.0,0,,0,1,3,1,1.00,0,0,0,0.00,+0.12,,,,,,https://fbref.com/en/players/8388ba65/Yassin-Tallal,8388ba65,Big 5 combined
3110,Adrien Tameze,CMR,"DF,MF",Torino,it Serie A,30-086,1994,26,1895,73,61.9,21.1,1.04,81,0.57,0.19,30,0.14,1.31,0.81,0.81,0.00,0.00,0.00,1.10,0.85,0.25,+0.25,+0.41,https://fbref.com/en/players/8da74c05/Adrien-Tameze,8da74c05,Big 5 combined
3111,Japhet Tanganga,ENG,DF,Augsburg,de Bundesliga,25-030,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,,https://fbref.com/en/players/e9971f2d/Japhet-Tanganga,e9971f2d,Big 5 combined
3112,Devan Tanton,COL,DF,Fulham,eng Premier League,20-118,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,,https://fbref.com/en/players/3c256bb1/Devan-Tanton,3c256bb1,Big 5 combined
3113,Renato Tapia,PER,"MF,DF",Celta Vigo,es La Liga,28-277,1995,19,1266,67,42.6,14.1,0.99,84,0.71,0.35,18,0.50,1.00,0.99,1.06,-0.07,-0.07,+0.56,1.05,1.27,-0.22,-0.22,-0.07,https://fbref.com/en/players/34269bdf/Renato-Tapia,34269bdf,Big 5 combined
3114,Edmond Tapsoba,BFA,DF,Leverkusen,de Bundesliga,25-088,1999,25,1817,73,65.1,20.2,0.99,89,0.84,0.25,9,0.10,2.60,2.48,0.84,1.63,+1.63,-0.40,1.94,1.00,0.94,+0.94,-0.81,https://fbref.com/en/players/a73c8f95/Edmond-Tapsoba,a73c8f95,Big 5 combined
3115,Matt Targett,ENG,DF,Newcastle Utd,eng Premier League,28-225,1995,3,78,26,2.5,0.9,1.11,73,0.00,2.22,3,8.89,0.33,0.00,4.44,-4.44,-4.62,-5.31,1.22,1.78,-0.56,-0.55,-0.82,https://fbref.com/en/players/e514ab62/Matt-Targett,e514ab62,Big 5 combined
3116,Oussama Targhalline,MAR,MF,Le Havre,fr Ligue 1,21-346,2002,11,775,70,27.8,8.6,1.05,79,0.23,0.23,30,0.12,1.18,1.86,1.40,0.47,+0.46,+1.13,1.15,1.22,-0.06,-0.06,+0.50,https://fbref.com/en/players/abd56820/Oussama-Targhalline,abd56820,Big 5 combined
3117,James Tarkowski,ENG,DF,Everton,eng Premier League,31-163,1992,35,3149,90,100.0,35.0,1.00,90,0.97,0.00,,0.00,1.26,1.06,1.37,-0.31,-0.31,-0.31,1.42,1.44,-0.03,-0.03,+29.83,https://fbref.com/en/players/15ea812b/James-Tarkowski,15ea812b,Big 5 combined
3118,César Tárrega,ESP,DF,Valencia,es La Liga,22-064,2002,1,8,8,0.3,0.1,0.00,,0.00,10.0,8,100.0,3.00,0.00,0.00,0.00,0.00,-0.03,2.00,0.00,1.00,+1.57,+1.76,https://fbref.com/en/players/59c29820/Cesar-Tarrega,59c29820,Big 5 combined
3119,Jimi Tauriainen,ENG,FW,Chelsea,eng Premier League,20-053,2004,0,,,,,0,,0,0,,4,,,,,,,,,,,,https://fbref.com/en/players/cac9e583/Jimi-Tauriainen,cac9e583,Big 5 combined
3120,Nuno Tavares,POR,DF,Nott'ham Forest,eng Premier League,24-095,2000,8,457,57,14.5,5.1,0.98,80,0.78,0.59,20,0.98,1.13,1.57,1.76,-0.20,-0.20,+0.37,1.31,1.02,0.29,+0.30,+0.46,https://fbref.com/en/players/a65c844b/Nuno-Tavares,a65c844b,Big 5 combined
3121,Marcus Tavernier,ENG,FW,Bournemouth,eng Premier League,25-039,1999,28,2036,73,64.6,22.6,1.06,79,0.31,0.18,35,0.00,1.43,1.55,1.50,0.04,+0.04,+1.01,1.46,1.36,0.10,+0.10,+0.27,https://fbref.com/en/players/5c0da4a4/Marcus-Tavernier,5c0da4a4,Big 5 combined
3122,Elayis Tavsan,NED,"MF,FW",Hellas Verona,it Serie A,23-000,2001,2,33,17,1.1,0.4,0.00,,0.00,5.00,17,25.0,0.50,0.00,2.50,-2.50,-2.73,-2.34,1.00,1.00,0.00,-0.01,+0.39,https://fbref.com/en/players/928143e7/Elayis-Tavsan,928143e7,Big 5 combined
3123,Charlie Taylor,ENG,DF,Burnley,eng Premier League,30-225,1993,26,2167,83,68.8,24.1,0.95,89,0.87,0.12,40,0.04,0.81,1.20,1.74,-0.54,-0.54,+1.20,1.04,1.66,-0.62,-0.62,+0.27,https://fbref.com/en/players/cc2d7ad5/Charlie-Taylor,cc2d7ad5,Big 5 combined
3124,Loum Tchaouna,FRA,"FW,MF",Salernitana,it Serie A,20-235,2003,29,1740,60,56.9,19.3,0.98,79,0.52,0.52,23,0.10,0.31,0.98,2.33,-1.35,-1.34,+0.09,0.83,1.95,-1.12,-1.12,+0.03,https://fbref.com/en/players/a3c8b4d3/Loum-Tchaouna,a3c8b4d3,Big 5 combined
3125,Arthur Tchaptchet,FRA,DF,Reims,fr Ligue 1,17-356,2006,0,,,,,0,,0,0,,4,,,,,,,,,,,,https://fbref.com/en/players/9a3ad9ae/Arthur-Tchaptchet,9a3ad9ae,Big 5 combined
3126,Jackson Tchatchoua,BEL,DF,Hellas Verona,it Serie A,22-229,2001,23,1517,66,49.6,16.9,1.01,83,0.65,0.36,18,0.36,0.87,1.24,1.36,-0.12,-0.12,+0.58,1.17,1.18,-0.02,-0.02,+0.75,https://fbref.com/en/players/aeca7743/Jackson-Tchatchoua,aeca7743,Big 5 combined
3127,Enzo Tchato,CMR,DF,Montpellier,fr Ligue 1,21-159,2002,16,1035,65,37.1,11.5,0.87,85,0.61,0.52,30,1.04,1.50,1.39,1.39,0.00,0.00,+0.21,1.50,1.30,0.20,+0.20,+0.23,https://fbref.com/en/players/7f783431/Enzo-Tchato,7f783431,Big 5 combined
3128,Aurélien Tchouaméni,FRA,"MF,DF",Real Madrid,es La Liga,24-094,2000,27,1987,74,66.9,22.1,1.00,86,0.81,0.23,20,0.00,2.67,2.17,0.59,1.58,+1.59,+0.30,1.81,0.85,0.96,+0.96,+0.09,https://fbref.com/en/players/4f255115/Aurelien-Tchouameni,4f255115,Big 5 combined
3129,Martín Tejón,ESP,MF,Valencia,es La Liga,20-018,2004,0,,,,,0,,0,0,,2,,,,,,,,,,,,https://fbref.com/en/players/f99cc198/Martin-Tejon,f99cc198,Big 5 combined
3130,Mathys Tel,FRA,"FW,MF",Bayern Munich,de Bundesliga,19-003,2005,27,809,30,29.0,9.0,0.33,90,0.33,2.67,22,0.44,2.22,3.56,1.56,2.00,+2.00,+0.50,2.64,1.31,1.32,+1.33,-0.55,https://fbref.com/en/players/829aa60c/Mathys-Tel,829aa60c,Big 5 combined
3131,Nathan Tella,NGA,"DF,MF",Leverkusen,de Bundesliga,24-300,1999,22,669,30,24.0,7.4,0.81,73,0.14,2.16,15,0.95,2.73,2.43,0.14,2.30,+2.29,+0.67,2.30,0.64,1.68,+1.66,+0.58,https://fbref.com/en/players/f1e94cd6/Nathan-Tella,f1e94cd6,Big 5 combined
3132,Nahuel Tenaglia,ARG,DF,Alavés,es La Liga,28-069,1996,21,841,40,28.3,9.3,0.86,84,0.65,1.40,13,0.97,1.43,1.18,1.61,-0.43,-0.43,-0.30,1.26,1.32,-0.05,-0.06,-0.10,https://fbref.com/en/players/66654daa/Nahuel-Tenaglia,66654daa,Big 5 combined
3133,Arnau Tenas,ESP,GK,Paris S-G,fr Ligue 1,22-336,2001,4,349,87,12.5,3.9,0.77,90,0.77,0.26,79,3.08,2.00,1.54,0.77,0.77,+0.77,-0.85,1.87,1.03,0.85,+0.85,-0.04,https://fbref.com/en/players/30670b0e/Arnau-Tenas,30670b0e,Big 5 combined
3134,Marc-André ter Stegen,GER,GK,Barcelona,es La Liga,32-000,1992,22,1980,90,68.8,22.0,1.00,90,1.00,0.00,,0.00,2.27,1.95,0.91,1.05,+1.05,+0.65,1.91,0.98,0.93,+0.93,-0.34,https://fbref.com/en/players/6f51e382/Marc-Andre-ter-Stegen,6f51e382,Big 5 combined
3135,Filippo Terracciano,ITA,DF,Hellas Verona,it Serie A,21-082,2003,18,1296,72,42.4,14.4,0.97,85,0.69,0.28,28,0.00,0.78,0.83,1.18,-0.35,-0.35,+0.11,0.90,1.28,-0.38,-0.37,+0.04,https://fbref.com/en/players/5cbb5ad6/Filippo-Terracciano,5cbb5ad6,Big 5 combined
3136,Filippo Terracciano,ITA,"DF,FW",Milan,it Serie A,21-082,2003,2,12,6,0.4,0.1,0.00,,0.00,20.0,6,130.0,2.00,0.00,10.0,-10.00,-7.50,-8.27,1.00,9.00,-8.00,-6.28,-6.74,https://fbref.com/en/players/5cbb5ad6/Filippo-Terracciano,5cbb5ad6,Big 5 combined
3137,Pietro Terracciano,ITA,GK,Fiorentina,it Serie A,34-053,1990,30,2700,90,90.9,30.0,1.00,90,1.00,0.00,,0.10,1.53,1.43,1.00,0.43,+0.43,+1.77,1.32,1.22,0.10,+0.10,-0.22,https://fbref.com/en/players/e1b0a70d/Pietro-Terracciano,e1b0a70d,Big 5 combined
3138,Ramón Terrats,ESP,MF,Villarreal,es La Liga,23-195,2000,15,625,42,21.0,6.9,0.72,78,0.14,1.45,24,0.87,0.93,1.45,2.46,-1.01,-1.01,-1.24,1.06,2.09,-1.01,-1.01,-1.22,https://fbref.com/en/players/f36016a5/Ramon-Terrats,f36016a5,Big 5 combined
3139,Martin Terrier,FRA,"FW,MF",Rennes,fr Ligue 1,27-057,1997,22,1378,63,49.4,15.3,1.11,75,0.33,0.33,19,0.00,1.41,1.63,1.31,0.33,+0.33,+0.20,1.67,1.52,0.14,+0.14,-0.28,https://fbref.com/en/players/5148dcc5/Martin-Terrier,5148dcc5,Big 5 combined
3140,Kenny Tete,NED,DF,Fulham,eng Premier League,28-204,1995,13,777,60,24.7,8.6,1.05,81,0.47,0.47,13,1.40,0.92,1.16,2.21,-1.05,-1.04,-1.23,0.98,2.30,-1.33,-1.32,-1.42,https://fbref.com/en/players/77d7c96f/Kenny-Tete,77d7c96f,Big 5 combined
3141,Benjamin Tetteh,GHA,"FW,MF",Metz,fr Ligue 1,26-295,1997,12,278,23,10.0,3.1,0.32,80,0.00,3.55,18,1.29,0.50,0.32,1.29,-0.97,-0.97,-0.40,0.97,1.55,-0.58,-0.57,0.00,https://fbref.com/en/players/91f04b44/Benjamin-Tetteh,91f04b44,Big 5 combined
3142,Teddy Teuma,MLT,MF,Reims,fr Ligue 1,30-213,1993,25,1889,76,67.7,21.0,1.05,82,0.48,0.14,28,0.00,1.36,1.38,1.38,0.00,0.00,+0.70,1.46,1.23,0.23,+0.23,+0.78,https://fbref.com/en/players/5c26ca51/Teddy-Teuma,5c26ca51,Big 5 combined
3143,Florian Thauvin,FRA,FW,Udinese,it Serie A,31-095,1993,29,1710,59,55.9,19.0,1.00,79,0.21,0.53,20,0.11,0.90,0.79,1.47,-0.68,-0.68,-0.28,1.01,1.39,-0.39,-0.39,-0.14,https://fbref.com/en/players/2b9fdeea/Florian-Thauvin,2b9fdeea,Big 5 combined
3144,Arthur Theate,BEL,DF,Rennes,fr Ligue 1,23-341,2000,26,2150,83,77.1,23.9,1.05,86,0.92,0.04,2,0.13,1.42,1.72,1.34,0.38,+0.38,+0.66,1.66,1.28,0.38,+0.38,+0.46,https://fbref.com/en/players/df8d6029/Arthur-Theate,df8d6029,Big 5 combined
3145,Daniel Theiner,ITA,GK,Sassuolo,it Serie A,20-065,2004,0,,,,,0,,0,0,,2,,,,,,,,,,,,https://fbref.com/en/players/61b2a652/Daniel-Theiner,61b2a652,Big 5 combined
3146,Norman Theuerkauf,GER,"MF,DF",Heidenheim,de Bundesliga,37-097,1987,23,1158,50,41.5,12.9,1.01,73,0.23,0.78,21,0.54,1.35,1.47,1.55,-0.08,-0.08,+0.31,1.19,2.10,-0.91,-0.92,-0.46,https://fbref.com/en/players/0cbf4c54/Norman-Theuerkauf,0cbf4c54,Big 5 combined
3147,Aliou Thiaré,SEN,DF,Le Havre,fr Ligue 1,20-132,2003,0,,,,,0,,0,0,,2,,,,,,,,,,,,https://fbref.com/en/players/95659967/Aliou-Thiare,95659967,Big 5 combined
3148,Malick Thiaw,GER,DF,Milan,it Serie A,22-266,2001,18,1429,79,46.7,15.9,1.07,83,0.82,0.06,10,0.13,1.89,1.57,1.19,0.38,+0.38,-0.67,1.38,1.14,0.24,+0.24,-0.36,https://fbref.com/en/players/ff5ea0bf/Malick-Thiaw,ff5ea0bf,Big 5 combined
3149,Niclas Thiede,GER,GK,Bochum,de Bundesliga,25-016,1999,0,,,,,0,,0,0,,20,,,,,,,,,,,,https://fbref.com/en/players/cac55e10/Niclas-Thiede,cac55e10,Big 5 combined
3150,Jan Thielmann,GER,"FW,DF",Köln,de Bundesliga,21-340,2002,20,1469,73,52.7,16.3,1.10,78,0.43,0.12,29,0.00,0.90,0.49,0.92,-0.43,-0.43,+1.14,0.90,1.58,-0.68,-0.68,+0.46,https://fbref.com/en/players/fd53759d/Jan-Thielmann,fd53759d,Big 5 combined
3151,Denis Thomalla,GER,"MF,FW",Heidenheim,de Bundesliga,31-258,1992,18,414,23,14.8,4.6,0.65,68,0.00,3.26,14,1.09,1.17,1.96,2.39,-0.43,-0.43,-0.21,1.65,2.35,-0.70,-0.69,-0.05,https://fbref.com/en/players/b9ac6e0e/Denis-Thomalla,b9ac6e0e,Big 5 combined
3152,Luke Thomas,ENG,DF,Sheffield Utd,eng Premier League,22-325,2001,12,917,76,29.1,10.2,1.08,81,0.69,0.10,23,0.39,0.42,0.49,2.84,-2.35,-2.36,-0.78,0.77,2.14,-1.36,-1.36,-0.50,https://fbref.com/en/players/fc027d02/Luke-Thomas,fc027d02,Big 5 combined
3153,Adrien Thomasson,FRA,MF,Lens,fr Ligue 1,30-142,1993,26,1140,44,40.9,12.7,1.02,71,0.08,1.02,17,0.31,1.42,1.02,1.02,0.00,0.00,-0.33,1.57,1.34,0.24,+0.24,+0.26,https://fbref.com/en/players/c76b7567/Adrien-Thomasson,c76b7567,Big 5 combined
3154,Morten Thorsby,NOR,MF,Genoa,it Serie A,27-361,1996,19,773,41,26.0,8.6,0.58,79,0.35,1.63,27,1.40,1.32,0.93,1.74,-0.81,-0.82,-0.90,0.76,1.19,-0.44,-0.44,-0.40,https://fbref.com/en/players/d1b49282/Morten-Thorsby,d1b49282,Big 5 combined
3155,Kristian Thorstvedt,NOR,MF,Sassuolo,it Serie A,25-048,1999,30,2127,71,69.5,23.6,1.10,77,0.38,0.17,32,0.13,0.63,1.23,2.12,-0.89,-0.89,-0.41,1.12,1.55,-0.43,-0.43,+0.61,https://fbref.com/en/players/76ff8d0d/Kristian-Thorstvedt,76ff8d0d,Big 5 combined
3156,Khéphren Thuram,FRA,MF,Nice,fr Ligue 1,23-035,2001,24,1847,77,66.2,20.5,1.07,82,0.68,0.10,22,0.00,1.63,1.12,0.68,0.44,+0.44,+0.25,1.40,1.10,0.30,+0.30,-0.36,https://fbref.com/en/players/7d9397f8/Khephren-Thuram,7d9397f8,Big 5 combined
3157,Marcus Thuram,FRA,FW,Inter,it Serie A,26-268,1997,32,2417,76,79.0,26.9,1.15,77,0.37,0.04,26,0.00,2.59,2.27,0.59,1.67,+1.68,-0.84,2.03,0.78,1.24,+1.24,-0.29,https://fbref.com/en/players/6f8cd6d0/Marcus-Thuram,6f8cd6d0,Big 5 combined
3158,Cheikh Tidiane Sabaly,SEN,"FW,MF",Metz,fr Ligue 1,25-057,1999,26,1357,52,48.6,15.1,1.13,71,0.00,0.60,16,0.13,0.73,0.86,1.52,-0.66,-0.66,-0.10,0.83,1.56,-0.72,-0.72,-0.32,https://fbref.com/en/players/9ddf7fae/Cheikh-Tidiane-Sabaly,9ddf7fae,Big 5 combined
3159,Youri Tielemans,BEL,"MF,FW",Aston Villa,eng Premier League,26-359,1997,31,1558,50,49.5,17.3,0.92,78,0.35,0.87,21,0.00,1.94,2.25,1.39,0.87,+0.87,+0.53,1.81,1.68,0.13,+0.13,-0.10,https://fbref.com/en/players/56f7a928/Youri-Tielemans,56f7a928,Big 5 combined
3160,Kieran Tierney,SCO,DF,Real Sociedad,es La Liga,26-330,1997,16,989,62,33.3,11.0,1.00,74,0.18,0.45,34,0.36,1.81,1.27,0.91,0.36,+0.36,+0.05,1.08,1.09,-0.01,-0.01,-0.35,https://fbref.com/en/players/fce2302c/Kieran-Tierney,fce2302c,Big 5 combined
3161,Phillip Tietz,GER,FW,Augsburg,de Bundesliga,26-296,1997,31,2159,70,77.4,24.0,1.17,74,0.17,0.13,30,0.00,1.26,1.63,1.54,0.08,+0.08,+0.94,1.27,1.46,-0.19,-0.19,+0.21,https://fbref.com/en/players/3397e7b5/Phillip-Tietz,3397e7b5,Big 5 combined
3162,Steffen Tigges,GER,FW,Köln,de Bundesliga,25-274,1998,22,558,25,20.0,6.2,0.81,64,0.00,2.74,14,0.65,0.82,0.97,0.97,0.00,0.00,+1.21,1.24,1.76,-0.52,-0.51,+0.48,https://fbref.com/en/players/6b8887c2/Steffen-Tigges,6b8887c2,Big 5 combined
3163,Antonio Tikvić,CRO,DF,Udinese,it Serie A,20-009,2004,1,1,1,0.0,0.0,0,,0,1,1,29,1.00,0,0,0,0.00,+0.56,0.0,0.1,-0.1,-6.96,-6.63,https://fbref.com/en/players/d1ac669b/Antonio-Tikvic,d1ac669b,Big 5 combined
3164,Jurriën Timber,NED,DF,Arsenal,eng Premier League,22-318,2001,1,49,49,1.6,0.5,2.00,49,0.00,0.00,,0.00,3.00,4.00,0.00,4.00,+3.67,+2.11,0.60,0.60,0.00,+0.07,-1.15,https://fbref.com/en/players/41034650/Jurrien-Timber,41034650,Big 5 combined
3165,Vinicius Tobias,BRA,DF,Real Madrid,es La Liga,20-067,2004,0,,,,,0,,0,0,,2,,,,,,,,,,,,https://fbref.com/en/players/880d7ee5/Vinicius-Tobias,880d7ee5,Big 5 combined
